Query_ID,Student_Query,Priority
876,Canteen food quality feedback,Low
1432,Transcript request status,Medium
2974,WiFi slow in library,Low
5363,Request for bonafide certificate,Medium
548,Fee payment failed but amount deducted,High
4872,WiFi slow in library,Low
5450,ID card reissue process inquiry,Medium
5049,Admit card not generated for upcoming exam,High
3382,Emergency leave approval required,High
5810,Elective subject change request,Medium
5703,Sports event registration query,Low
4891,Elective subject change request,Medium
2857,Canteen food quality feedback,Low
1862,Result not visible on portal,High
2660,General timetable inquiry,Low
5506,Fee payment failed but amount deducted,High
641,Transcript request status,Medium
5108,Transcript request status,Medium
1010,Club membership request,Low
5863,WiFi slow in library,Low
638,Hostel electricity issue urgent,High
4900,Hostel electricity issue urgent,High
4505,Exam portal is not working,High
2309,Elective subject change request,Medium
4169,Request for bonafide certificate,Medium
3146,Admit card not generated for upcoming exam,High
3782,Sports event registration query,Low
2097,Club membership request,Low
5520,Fee payment failed but amount deducted,High
1957,Scholarship amount not credited,High
1373,ID card reissue process inquiry,Medium
4023,Library access issue,Medium
922,Club membership request,Low
547,Sports event registration query,Low
1450,General timetable inquiry,Low
2805,Transcript request status,Medium
2611,Result not visible on portal,High
1901,General timetable inquiry,Low
2758,Library access issue,Medium
2029,Elective subject change request,Medium
2302,Hostel electricity issue urgent,High
1886,Sports event registration query,Low
1643,Canteen food quality feedback,Low
973,Admit card not generated for upcoming exam,High
5765,Club membership request,Low
2098,General timetable inquiry,Low
5209,Internship approval request,Medium
4576,Exam portal is not working,High
5491,Admit card not generated for upcoming exam,High
5959,Emergency leave approval required,High
837,Elective subject change request,Medium
602,Emergency leave approval required,High
2185,Fee payment failed but amount deducted,High
4769,Sports event registration query,Low
3517,Exam portal is not working,High
5150,Canteen food quality feedback,Low
1583,Result not visible on portal,High
5102,Elective subject change request,Medium
3584,Hostel electricity issue urgent,High
3859,Sports event registration query,Low
1071,WiFi slow in library,Low
1776,General timetable inquiry,Low
5764,Result not visible on portal,High
1284,Sports event registration query,Low
4988,WiFi slow in library,Low
4885,Sports event registration query,Low
5700,Club membership request,Low
1837,Library access issue,Medium
5453,Admit card not generated for upcoming exam,High
1020,Result not visible on portal,High
971,Club membership request,Low
1327,Assignment deadline extension request,Low
3334,Exam portal is not working,High
476,WiFi slow in library,Low
2811,ID card reissue process inquiry,Medium
5609,Canteen food quality feedback,Low
1652,Library access issue,Medium
5570,WiFi slow in library,Low
5122,Fee payment failed but amount deducted,High
2529,Internship approval request,Medium
3692,Internship approval request,Medium
4510,WiFi slow in library,Low
4087,Internship approval request,Medium
1374,Canteen food quality feedback,Low
740,Scholarship amount not credited,High
4609,Library access issue,Medium
5803,ID card reissue process inquiry,Medium
868,Assignment deadline extension request,Low
2975,Admit card not generated for upcoming exam,High
1141,Fee payment failed but amount deducted,High
998,Request for bonafide certificate,Medium
1338,ID card reissue process inquiry,Medium
542,General timetable inquiry,Low
1100,Club membership request,Low
1133,Elective subject change request,Medium
5817,Fee payment failed but amount deducted,High
5928,Library access issue,Medium
2259,Exam portal is not working,High
5974,Assignment deadline extension request,Low
2963,Assignment deadline extension request,Low
60,ID card reissue process inquiry,Medium
3260,Assignment deadline extension request,Low
4084,Exam portal is not working,High
1939,Scholarship amount not credited,High
3651,Emergency leave approval required,High
5924,Canteen food quality feedback,Low
3396,Request for bonafide certificate,Medium
2814,Transcript request status,Medium
5997,Hostel electricity issue urgent,High
5657,Transcript request status,Medium
1079,Elective subject change request,Medium
4533,ID card reissue process inquiry,Medium
5832,Exam portal is not working,High
4273,Canteen food quality feedback,Low
4284,Scholarship amount not credited,High
5100,Request for bonafide certificate,Medium
2631,Internship approval request,Medium
4802,Emergency leave approval required,High
3525,Canteen food quality feedback,Low
3564,Result not visible on portal,High
941,Transcript request status,Medium
1081,Sports event registration query,Low
188,Internship approval request,Medium
3723,Library access issue,Medium
5614,Scholarship amount not credited,High
2086,Scholarship amount not credited,High
2250,Hostel electricity issue urgent,High
3689,Emergency leave approval required,High
5869,WiFi slow in library,Low
2024,WiFi slow in library,Low
3795,Sports event registration query,Low
1493,Elective subject change request,Medium
4602,WiFi slow in library,Low
4041,Emergency leave approval required,High
227,Canteen food quality feedback,Low
1014,Fee payment failed but amount deducted,High
2584,Admit card not generated for upcoming exam,High
1930,Sports event registration query,Low
4216,Result not visible on portal,High
5383,ID card reissue process inquiry,Medium
1405,Hostel electricity issue urgent,High
2180,Request for bonafide certificate,Medium
698,Transcript request status,Medium
1125,General timetable inquiry,Low
3283,Library access issue,Medium
3961,Assignment deadline extension request,Low
4111,Result not visible on portal,High
1779,Assignment deadline extension request,Low
2635,Hostel electricity issue urgent,High
3092,ID card reissue process inquiry,Medium
4048,Assignment deadline extension request,Low
1038,Result not visible on portal,High
4995,Assignment deadline extension request,Low
2257,Library access issue,Medium
3774,ID card reissue process inquiry,Medium
5930,Library access issue,Medium
314,General timetable inquiry,Low
2650,ID card reissue process inquiry,Medium
2282,Scholarship amount not credited,High
3694,Hostel electricity issue urgent,High
4288,Sports event registration query,Low
2548,General timetable inquiry,Low
1417,Sports event registration query,Low
1037,Request for bonafide certificate,Medium
2160,Library access issue,Medium
2985,Hostel electricity issue urgent,High
3138,Internship approval request,Medium
4982,Exam portal is not working,High
1755,WiFi slow in library,Low
4263,Hostel electricity issue urgent,High
3981,Scholarship amount not credited,High
3818,Fee payment failed but amount deducted,High
5346,Library access issue,Medium
2521,Club membership request,Low
874,Elective subject change request,Medium
5230,Admit card not generated for upcoming exam,High
4490,Exam portal is not working,High
1507,ID card reissue process inquiry,Medium
3892,Library access issue,Medium
1924,General timetable inquiry,Low
449,Fee payment failed but amount deducted,High
3461,Hostel electricity issue urgent,High
3576,Result not visible on portal,High
5961,Exam portal is not working,High
3633,Transcript request status,Medium
3258,Admit card not generated for upcoming exam,High
362,Scholarship amount not credited,High
2184,Admit card not generated for upcoming exam,High
1135,Scholarship amount not credited,High
4831,ID card reissue process inquiry,Medium
3200,Fee payment failed but amount deducted,High
5818,Club membership request,Low
3439,Fee payment failed but amount deducted,High
2156,Internship approval request,Medium
1831,Transcript request status,Medium
1054,Club membership request,Low
2461,Internship approval request,Medium
23,Request for bonafide certificate,Medium
2067,Assignment deadline extension request,Low
1654,Admit card not generated for upcoming exam,High
3662,WiFi slow in library,Low
4332,Emergency leave approval required,High
2744,General timetable inquiry,Low
5245,WiFi slow in library,Low
4873,Assignment deadline extension request,Low
2469,Result not visible on portal,High
2326,General timetable inquiry,Low
461,Internship approval request,Medium
1068,ID card reissue process inquiry,Medium
88,Assignment deadline extension request,Low
1431,Fee payment failed but amount deducted,High
3740,ID card reissue process inquiry,Medium
